Search rep 1 (of 2)
random seed = 92097
gen	best_like	time	optPrecision
1020	-86254.88835	76	0.5
1030	-86254.88835	76	0.5
1040	-86253.72778	76	0.5
1050	-86232.4249	77	0.5
1060	-86231.72586	77	0.5
1070	-86228.47299	77	0.5
1080	-86219.72158	77	0.5
1090	-86216.93044	78	0.5
1100	-86215.54558	78	0.5
1110	-86194.44394	78	0.5
1120	-86192.9533	78	0.5
1130	-86176.49655	78	0.5
1140	-86175.84409	78	0.5
1150	-86173.81858	79	0.5
1160	-86173.52456	79	0.5
1170	-86169.21408	79	0.5
1180	-86162.92453	79	0.5
1190	-86161.92697	79	0.5
1200	-86159.87883	80	0.5
1210	-86132.3187	80	0.5
1220	-86131.96922	80	0.5
1230	-86112.84005	80	0.5
1240	-86101.80071	80	0.5
1250	-86035.27473	81	0.5
1260	-86025.86193	81	0.5
1270	-86014.05951	81	0.5
1280	-86002.99011	81	0.5
1290	-86002.51743	82	0.5
1300	-85993.26797	82	0.5
1310	-85992.85914	82	0.5
1320	-85992.23311	82	0.5
1330	-85990.69201	82	0.5
1340	-85985.61948	82	0.5
1350	-85982.01782	83	0.5
1360	-85981.45635	83	0.5
1370	-85971.50751	83	0.5
1380	-85969.86848	83	0.5
1390	-85969.05583	83	0.5
1400	-85965.69106	84	0.5
1410	-85965.21535	84	0.5
1420	-85964.8566	84	0.5
1430	-85964.84556	84	0.5
1440	-85964.40527	84	0.5
1450	-85960.57485	85	0.5
1460	-85960.49837	85	0.5
1470	-85953.5777	85	0.5
1480	-85926.01738	85	0.5
1490	-85917.18333	86	0.5
1500	-85916.82045	86	0.5
1510	-85914.13625	86	0.5
1520	-85913.88034	86	0.5
1530	-85913.35952	86	0.5
1540	-85913.12699	87	0.5
1550	-85910.86411	87	0.5
1560	-85910.7902	87	0.5
1570	-85909.76134	87	0.5
1580	-85909.62136	87	0.5
1590	-85909.53567	88	0.5
1600	-85909.52999	88	0.5
1610	-85909.46237	88	0.5
1620	-85909.4525	88	0.5
1630	-85909.26114	88	0.5
1640	-85909.03466	89	0.5
1650	-85908.89756	89	0.5
1660	-85908.73195	89	0.5
1670	-85908.71408	89	0.5
1680	-85908.61737	90	0.5
1690	-85908.59932	90	0.5
1700	-85908.33683	90	0.5
1710	-85905.71899	90	0.5
1720	-85902.97946	91	0.5
1730	-85902.97946	91	0.5
1740	-85893.9514	91	0.5
1750	-85892.16474	91	0.5
1760	-85892.16474	92	0.5
1770	-85886.87115	92	0.5
1780	-85886.87115	92	0.5
1790	-85886.36745	92	0.5
1800	-85886.28408	92	0.5
1810	-85885.48557	92	0.5
1820	-85885.1125	93	0.5
1830	-85885.1125	93	0.5
1840	-85885.00496	93	0.5
1850	-85884.97449	93	0.5
1860	-85884.92762	94	0.5
1870	-85884.90267	94	0.5
1880	-85880.75056	94	0.5
1890	-85880.75056	94	0.5
1900	-85880.75056	95	0.5
1910	-85880.45103	95	0.5
1920	-85880.42479	95	0.5
1930	-85880.26381	95	0.5
1940	-85880.23457	96	0.5
1950	-85880.01657	96	0.5
1960	-85879.84094	96	0.5
1970	-85879.84094	96	0.5
1980	-85879.84094	96	0.5
1990	-85879.70869	97	0.5
2000	-85876.87733	97	0.5
2010	-85876.79585	97	0.5
2020	-85876.79585	97	0.5
2030	-85876.6299	97	0.5
2040	-85875.50945	98	0.5
2050	-85875.3657	98	0.5
2060	-85875.18754	98	0.5
2070	-85875.08432	98	0.5
2080	-85875.0203	98	0.5
2090	-85874.96326	99	0.5
2100	-85874.81319	99	0.5
2110	-85873.31589	99	0.5
2120	-85873.31589	99	0.5
2130	-85872.91031	100	0.5
2140	-85872.7271	100	0.5
2150	-85866.21916	100	0.5
2160	-85866.08239	100	0.5
2170	-85865.30135	100	0.5
2180	-85863.91247	101	0.5
2190	-85863.76392	101	0.5
2200	-85863.146	101	0.5
2210	-85863.146	101	0.5
2220	-85859.10289	102	0.5
2230	-85859.02135	102	0.5
2240	-85859.02135	102	0.5
2250	-85858.96614	102	0.5
2260	-85858.87374	102	0.5
2270	-85853.10688	102	0.5
2280	-85852.19787	103	0.5
2290	-85852.18678	103	0.5
2300	-85852.09369	103	0.5
2310	-85852.09369	103	0.5
2320	-85852.02289	104	0.5
2330	-85851.81681	104	0.5
2340	-85851.76209	104	0.5
2350	-85849.40119	104	0.5
2360	-85849.11122	105	0.5
2370	-85844.73644	105	0.5
2380	-85844.63232	105	0.5
2390	-85844.63232	105	0.5
2400	-85844.55172	105	0.5
2410	-85844.2829	106	0.5
2420	-85844.00064	106	0.5
2430	-85843.92642	106	0.5
2440	-85843.79852	106	0.5
2450	-85843.79852	106	0.5
2460	-85843.64023	107	0.5
2470	-85843.59705	107	0.5
2480	-85843.50347	107	0.5
2490	-85843.42079	107	0.5
2500	-85843.27045	108	0.5
2510	-85843.13553	108	0.5
2520	-85843.07297	108	0.5
2530	-85842.98722	108	0.5
2540	-85842.94493	108	0.5
2550	-85842.56795	109	0.5
2560	-85842.52963	109	0.5
2570	-85842.52963	109	0.5
2580	-85842.23384	109	0.5
2590	-85842.23384	109	0.5
2600	-85842.19097	110	0.5
2610	-85842.01267	110	0.5
2620	-85841.67243	110	0.5
2630	-85840.44141	110	0.5
2640	-85840.44141	111	0.5
2650	-85840.40996	111	0.5
2660	-85838.05247	111	0.5
2670	-85838.05247	111	0.5
2680	-85837.98613	112	0.5
2690	-85837.98613	112	0.5
2700	-85837.85903	112	0.5
2710	-85837.84773	112	0.5
2720	-85837.52435	112	0.5
2730	-85837.02719	113	0.5
2740	-85836.91968	113	0.5
2750	-85836.74292	113	0.5
2760	-85833.48142	113	0.5
2770	-85804.02354	113	0.5
2780	-85804.02354	114	0.5
2790	-85798.57938	114	0.5
2800	-85798.5173	114	0.5
2810	-85798.5173	114	0.5
2820	-85798.5173	114	0.5
2830	-85798.16755	115	0.5
2840	-85798.16755	115	0.5
2850	-85794.90662	115	0.5
2860	-85793.27221	115	0.5
2870	-85789.76783	116	0.5
2880	-85788.88429	116	0.5
2890	-85788.88429	116	0.5
2900	-85788.88429	116	0.5
2910	-85788.8533	116	0.5
2920	-85786.09519	116	0.5
2930	-85784.67022	117	0.5
2940	-85784.51232	117	0.5
2950	-85784.49646	117	0.5
2960	-85784.27143	117	0.5
2970	-85782.75507	118	0.5
2980	-85782.17113	118	0.5
2990	-85777.83009	118	0.5
3000	-85777.74918	118	0.5
3010	-85777.64569	119	0.5
3020	-85777.07521	119	0.5
3030	-85776.98541	119	0.5
3040	-85776.71982	119	0.5
3050	-85773.29617	120	0.5
3060	-85773.20017	120	0.5
3070	-85773.06248	120	0.5
3080	-85773.06248	120	0.5
3090	-85770.0019	120	0.5
3100	-85765.11904	121	0.5
3110	-85765.10587	121	0.5
3120	-85762.57764	121	0.5
3130	-85762.35815	121	0.5
3140	-85762.33482	122	0.5
3150	-85762.19949	122	0.5
3160	-85762.0245	122	0.5
3170	-85761.49738	122	0.5
3180	-85761.49738	122	0.5
3190	-85761.38205	123	0.5
3200	-85761.38205	123	0.5
3210	-85760.7167	123	0.5
3220	-85760.7167	123	0.5
3230	-85760.7016	124	0.5
3240	-85758.69511	124	0.5
3250	-85742.42455	124	0.5
3260	-85742.41353	124	0.5
3270	-85742.40595	124	0.5
3280	-85742.37555	125	0.5
3290	-85742.22239	125	0.5
3300	-85742.22239	125	0.5
3310	-85742.22239	125	0.5
3320	-85741.93465	125	0.5
3330	-85741.90871	126	0.5
3340	-85741.7705	126	0.5
3350	-85741.35668	126	0.5
3360	-85741.35668	126	0.5
3370	-85741.35668	126	0.5
3380	-85739.21937	127	0.5
3390	-85739.15023	127	0.5
3400	-85736.81142	127	0.5
3410	-85736.64564	127	0.5
3420	-85736.6253	127	0.5
3430	-85736.39122	128	0.5
3440	-85735.83565	128	0.5
3450	-85735.83565	128	0.5
3460	-85735.83334	128	0.5
3470	-85735.83334	128	0.5
3480	-85712.87612	129	0.5
3490	-85710.96016	129	0.5
3500	-85710.96016	129	0.5
3510	-85679.03964	129	0.5
3520	-85678.95218	129	0.5
3530	-85678.94432	130	0.5
3540	-85678.90426	130	0.5
3550	-85678.79794	130	0.5
3560	-85678.77446	130	0.5
3570	-85678.71432	130	0.5
3580	-85678.68413	131	0.5
3590	-85678.65499	131	0.5
3600	-85678.63832	131	0.5
3610	-85678.09969	131	0.5
3620	-85677.84066	131	0.5
3630	-85677.84066	132	0.5
3640	-85677.84066	132	0.5
3650	-85677.71394	132	0.5
3660	-85676.92849	132	0.5
3670	-85676.84886	132	0.5
3680	-85676.69793	133	0.5
3690	-85676.65835	133	0.5
3700	-85676.65835	133	0.5
3710	-85670.44589	133	0.5
3720	-85669.40474	133	0.5
3730	-85669.22635	134	0.5
3740	-85669.20349	134	0.5
3750	-85669.20349	134	0.5
3760	-85669.20349	134	0.5
3770	-85669.20349	134	0.5
3780	-85669.08036	135	0.5
3790	-85669.08036	135	0.5
3800	-85669.08036	135	0.5
3810	-85669.08036	135	0.5
3820	-85669.02973	136	0.5
3830	-85669.02973	136	0.5
3840	-85669.00313	136	0.5
3850	-85668.7417	136	0.5
3860	-85668.7417	136	0.5
3870	-85668.73106	136	0.5
3880	-85668.64449	137	0.5
3890	-85668.64305	137	0.5
3900	-85668.64305	137	0.5
3910	-85668.64305	137	0.5
3920	-85668.64305	137	0.5
3930	-85668.22325	138	0.5
3940	-85668.22325	138	0.5
3950	-85667.93535	138	0.5
3960	-85667.93535	138	0.5
3970	-85667.91158	138	0.5
3980	-85667.84408	139	0.5
3990	-85667.84408	139	0.5
4000	-85667.75598	139	0.5
4010	-85667.48407	139	0.5
4020	-85662.16123	139	0.5
4030	-85662.04355	140	0.5
4040	-85661.73328	140	0.5
4050	-85661.61674	140	0.5
4060	-85661.61674	140	0.5
4070	-85661.61674	140	0.5
4080	-85660.85856	140	0.5
4090	-85660.85856	141	0.5
4100	-85660.645	141	0.5
4110	-85660.645	141	0.5
4120	-85660.645	141	0.5
4130	-85660.645	141	0.5
4140	-85660.61179	142	0.5
4150	-85660.54263	142	0.5
4160	-85660.54263	142	0.5
4170	-85660.4696	142	0.5
4180	-85660.35381	142	0.5
4190	-85660.22068	143	0.5
4200	-85660.14264	143	0.5
4210	-85660.14264	143	0.5
4220	-85660.11348	143	0.5
4230	-85660.07698	144	0.5
4240	-85659.94096	144	0.5
4250	-85659.94096	144	0.5
4260	-85659.94096	144	0.5
4270	-85659.79351	144	0.5
4280	-85659.65337	144	0.5
4290	-85659.5795	145	0.5
4300	-85659.42845	145	0.5
4310	-85659.42845	145	0.5
4320	-85659.39253	145	0.5
4330	-85659.36089	146	0.5
4340	-85659.25793	146	0.5
4350	-85659.22487	146	0.5
4360	-85659.11081	146	0.5
4370	-85659.05098	146	0.5
4380	-85659.05098	146	0.5
4390	-85659.05098	147	0.5
4400	-85659.02655	147	0.5
4410	-85659.02655	147	0.5
4420	-85659.02655	147	0.5
4430	-85658.92758	148	0.5
4440	-85658.76515	148	0.5
4450	-85658.7279	148	0.5
4460	-85658.67527	148	0.5
4470	-85658.565	148	0.5
4480	-85658.51305	148	0.5
4490	-85658.36694	149	0.5
4500	-85658.26654	149	0.5
4510	-85658.21972	149	0.5
4520	-85658.13117	149	0.5
4530	-85658.13117	150	0.5
4540	-85657.89149	150	0.5
4550	-85657.89149	150	0.5
4560	-85657.69385	150	0.5
4570	-85657.65585	150	0.5
4580	-85657.44209	150	0.5
4590	-85657.34432	151	0.5
4600	-85657.34432	151	0.5
4610	-85657.34432	151	0.5
4620	-85657.34432	152	0.5
4630	-85657.24387	152	0.5
4640	-85657.18698	152	0.5
4650	-85657.14475	152	0.5
4660	-85657.05827	152	0.5
4670	-85656.88155	152	0.5
4680	-85656.83778	153	0.5
4690	-85656.83778	153	0.5
4700	-85655.9227	153	0.5
4710	-85655.9227	153	0.5
4720	-85655.73788	154	0.5
4730	-85655.72451	154	0.5
4740	-85655.72451	154	0.5
4750	-85655.61114	154	0.5
4760	-85649.96338	154	0.5
4770	-85649.96338	155	0.5
4780	-85649.96338	155	0.5
4790	-85649.84116	155	0.5
4800	-85649.82913	155	0.5
4810	-85649.75159	156	0.5
4820	-85649.68069	156	0.5
4830	-85649.68069	156	0.5
4840	-85649.39383	156	0.5
4850	-85649.32073	156	0.5
4860	-85649.25308	157	0.5
4870	-85649.25308	157	0.5
4880	-85649.04569	157	0.5
4890	-85648.81352	157	0.5
4900	-85648.61841	158	0.5
4910	-85648.47235	158	0.5
4920	-85648.24313	158	0.5
4930	-85648.18552	158	0.5
4940	-85647.90731	158	0.5
4950	-85647.8211	159	0.5
4960	-85647.81024	159	0.5
4970	-85647.76441	159	0.5
4980	-85647.61606	159	0.5
4990	-85647.57759	159	0.5
5000	-85647.52659	159	0.5
5010	-85647.44973	160	0.5
5020	-85647.38396	160	0.5
5030	-85647.38396	160	0.5
5040	-85647.22037	160	0.5
5050	-85647.17441	160	0.5
5060	-85646.99226	161	0.5
5070	-85646.97465	161	0.5
5080	-85646.87272	161	0.5
5090	-85646.71005	161	0.5
5100	-85646.61313	162	0.5
5110	-85646.55869	162	0.5
5120	-85646.48644	162	0.5
5130	-85646.41379	162	0.5
5140	-85646.38599	163	0.5
5150	-85646.38599	163	0.5
5160	-85646.35016	163	0.5
5170	-85646.31164	163	0.5
5180	-85646.27078	163	0.5
5190	-85646.18747	164	0.5
5200	-85646.18361	164	0.5
5210	-85645.75651	164	0.5
5220	-85645.75651	164	0.5
5230	-85645.75651	164	0.5
5240	-85645.66093	164	0.5
5250	-85645.66093	165	0.5
5260	-85643.91509	165	0.5
5270	-85643.91509	165	0.5
5280	-85643.91509	165	0.5
5290	-85643.91509	165	0.5
5300	-85643.91509	166	0.5
5310	-85643.80051	166	0.5
5320	-85643.80051	166	0.5
5330	-85643.71606	166	0.5
5340	-85643.71606	166	0.5
5350	-85643.71556	167	0.5
5360	-85643.68266	167	0.5
5370	-85643.52931	167	0.5
5380	-85643.47021	167	0.5
5390	-85643.39927	167	0.5
5400	-85643.39927	168	0.5
5410	-85643.39927	168	0.5
5420	-85643.29366	168	0.5
5430	-85643.24981	168	0.5
5440	-85643.24981	168	0.5
5450	-85643.1542	169	0.5
5460	-85643.1542	169	0.5
5470	-85643.08889	169	0.5
5480	-85643.08889	169	0.5
5490	-85643.05582	170	0.5
5500	-85643.05582	170	0.5
5510	-85643.00614	170	0.5
5520	-85642.40693	170	0.5
5530	-85642.38897	170	0.5
5540	-85642.32068	170	0.5
5550	-85641.9934	171	0.5
5560	-85641.94822	171	0.5
5570	-85641.92151	171	0.5
5580	-85640.65531	171	0.5
5590	-85640.49271	172	0.5
5600	-85640.49271	172	0.5
5610	-85640.44187	172	0.5
5620	-85640.406	172	0.5
5630	-85640.406	172	0.5
5640	-85640.36784	173	0.5
5650	-85640.3369	173	0.5
5660	-85640.3369	173	0.5
5670	-85640.3369	173	0.5
5680	-85640.16356	173	0.5
5690	-85640.15527	174	0.5
5700	-85640.02354	174	0.5
5710	-85640.02055	174	0.5
5720	-85640.02055	174	0.5
5730	-85639.86558	174	0.5
5740	-85639.86457	175	0.5
5750	-85639.86457	175	0.5
5760	-85639.86457	175	0.5
5770	-85639.86457	175	0.5
5780	-85639.81095	176	0.5
5790	-85639.81095	176	0.5
5800	-85639.72511	176	0.5
5810	-85639.72511	176	0.5
5820	-85639.69475	176	0.5
5830	-85639.69475	176	0.5
5840	-85639.69475	176	0.5
5850	-85639.66062	177	0.5
5860	-85639.51417	177	0.5
5870	-85639.4974	177	0.5
5880	-85639.43178	177	0.5
5890	-85639.35026	178	0.5
5900	-85639.35026	178	0.5
5910	-85639.35026	178	0.5
5920	-85639.35026	178	0.5
5930	-85639.35026	178	0.5
5940	-85639.2251	179	0.5
5950	-85639.2251	179	0.5
5960	-85639.20144	179	0.5
5970	-85639.17308	179	0.5
5980	-85639.11556	179	0.5
5990	-85638.95458	180	0.5
6000	-85638.78785	180	0.5
6010	-85638.78508	180	0.5
6020	-85638.78508	180	0.5
6030	-85638.46293	180	0.5
6040	-85638.41767	180	0.5
6050	-85638.30475	181	0.5
6060	-85638.28144	181	0.5
6070	-85638.27516	181	0.5
6080	-85638.27503	181	0.5
6090	-85638.27503	182	0.5
6100	-85638.27503	182	0.5
6110	-85637.58979	182	0.451
6120	-85637.58979	182	0.451
6130	-85637.58979	182	0.451
6140	-85637.58979	183	0.451
6150	-85637.48821	183	0.451
6160	-85637.30912	183	0.451
6170	-85637.29662	183	0.451
6180	-85637.28718	184	0.451
6190	-85637.2166	184	0.451
6200	-85637.21334	184	0.451
6210	-85637.18049	184	0.451
6220	-85637.18049	184	0.451
6230	-85637.18049	185	0.451
6240	-85637.05326	185	0.451
6250	-85637.05017	185	0.451
6260	-85630.63157	185	0.451
6270	-85630.43989	185	0.451
6280	-85630.396	186	0.451
6290	-85630.37067	186	0.451
6300	-85630.30879	186	0.451
6310	-85630.2871	186	0.451
6320	-85630.24645	186	0.451
6330	-85630.24492	187	0.451
6340	-85630.10412	187	0.451
6350	-85630.10412	187	0.451
6360	-85630.08012	187	0.451
6370	-85630.06085	187	0.451
6380	-85629.98814	188	0.451
6390	-85629.96328	188	0.451
6400	-85629.90092	188	0.451
6410	-85629.89825	188	0.451
6420	-85629.82233	188	0.451
6430	-85629.76799	189	0.451
6440	-85629.7324	189	0.451
6450	-85629.6514	189	0.451
6460	-85629.6514	189	0.451
6470	-85629.64321	190	0.451
6480	-85629.64321	190	0.451
6490	-85629.54216	190	0.451
6500	-85629.54216	190	0.451
6510	-85629.54216	190	0.451
6520	-85629.53542	190	0.451
6530	-85629.48722	191	0.451
6540	-85629.45789	191	0.451
6550	-85629.45789	191	0.451
6560	-85629.45789	191	0.451
6570	-85629.45593	192	0.451
6580	-85629.45593	192	0.451
6590	-85629.40618	192	0.451
6600	-85629.40618	192	0.451
6610	-85629.29709	192	0.451
6620	-85629.29709	192	0.451
6630	-85629.27208	193	0.451
6640	-85629.27208	193	0.451
6650	-85629.26506	193	0.451
6660	-85629.26506	193	0.451
6670	-85629.26506	193	0.451
6680	-85629.08931	194	0.451
6690	-85629.04717	194	0.451
6700	-85629.04031	194	0.451
6710	-85629.02932	194	0.451
6720	-85628.9335	194	0.451
6730	-85628.89694	194	0.451
6740	-85628.7753	195	0.451
6750	-85628.75703	195	0.451
6760	-85628.75267	195	0.451
6770	-85628.73064	195	0.451
6780	-85628.70994	195	0.451
6790	-85628.6417	196	0.451
6800	-85628.6417	196	0.451
6810	-85628.56517	196	0.451
6820	-85628.56517	196	0.451
6830	-85628.52755	196	0.451
6840	-85628.49259	197	0.451
6850	-85628.49259	197	0.451
6860	-85628.39278	197	0.451
6870	-85628.30115	197	0.451
6880	-85628.30115	197	0.451
6890	-85628.15058	198	0.451
6900	-85628.12163	198	0.451
6910	-85627.86968	198	0.402
6920	-85627.83446	198	0.402
6930	-85627.83446	198	0.402
6940	-85627.81057	199	0.402
6950	-85627.81057	199	0.402
6960	-85627.79084	199	0.402
6970	-85627.66229	199	0.402
6980	-85627.62313	200	0.402
6990	-85627.62123	200	0.402
7000	-85627.62123	200	0.402
7010	-85627.62123	200	0.402
7020	-85627.60736	200	0.402
7030	-85627.29527	200	0.402
7040	-85627.29527	201	0.402
7050	-85627.27734	201	0.402
7060	-85627.2627	201	0.402
7070	-85627.2627	201	0.402
7080	-85627.25289	201	0.402
7090	-85627.06756	202	0.402
7100	-85627.01339	202	0.402
7110	-85626.89049	202	0.402
7120	-85626.89049	202	0.402
7130	-85626.89049	203	0.402
7140	-85626.85983	203	0.402
7150	-85626.84506	203	0.402
7160	-85626.78795	203	0.402
7170	-85626.78795	203	0.402
7180	-85626.78795	204	0.402
7190	-85626.65576	204	0.402
7200	-85626.6353	204	0.402
7210	-85626.61466	204	0.402
7220	-85626.61466	204	0.402
7230	-85626.61388	205	0.402
7240	-85626.61388	205	0.402
7250	-85626.61388	205	0.402
7260	-85626.56968	205	0.402
7270	-85626.52591	205	0.402
7280	-85626.41428	206	0.402
7290	-85626.36866	206	0.402
7300	-85626.36866	206	0.402
7310	-85626.26051	206	0.402
7320	-85626.26051	206	0.402
7330	-85626.18591	206	0.402
7340	-85626.18591	207	0.402
7350	-85626.15581	207	0.402
7360	-85626.15581	207	0.402
7370	-85626.14687	207	0.402
7380	-85626.12644	208	0.402
7390	-85626.01021	208	0.402
7400	-85626.01021	208	0.402
7410	-85626.01021	208	0.402
7420	-85625.99979	208	0.402
7430	-85625.99979	209	0.402
7440	-85625.99979	209	0.402
7450	-85625.98858	209	0.402
7460	-85625.95885	209	0.402
7470	-85625.90256	209	0.402
7480	-85625.90256	210	0.402
7490	-85625.7004	210	0.402
7500	-85625.66881	210	0.402
7510	-85625.65245	210	0.402
7520	-85625.64826	210	0.402
7530	-85625.64826	211	0.402
7540	-85625.64826	211	0.402
7550	-85625.61594	211	0.402
7560	-85625.61594	211	0.402
7570	-85625.59623	211	0.402
7580	-85625.54911	212	0.402
7590	-85625.53262	212	0.402
7600	-85625.47934	212	0.402
7610	-85625.47934	212	0.402
7620	-85625.46867	213	0.402
7630	-85625.46867	213	0.402
7640	-85625.46867	213	0.402
7650	-85625.46867	213	0.402
7660	-85625.46867	213	0.402
7670	-85625.46867	214	0.402
7680	-85625.46867	214	0.402
7690	-85625.46867	214	0.402
7700	-85625.46867	214	0.402
7710	-85625.36136	214	0.402
7720	-85625.35952	214	0.402
7730	-85625.35952	215	0.402
7740	-85625.32888	215	0.402
7750	-85625.32888	215	0.402
7760	-85625.32888	215	0.402
7770	-85625.28251	216	0.402
7780	-85625.28251	216	0.402
7790	-85625.28251	216	0.402
7800	-85625.28251	216	0.402
7810	-85624.87058	217	0.353
7820	-85624.87058	217	0.353
7830	-85624.87002	217	0.353
7840	-85624.83569	217	0.353
7850	-85624.82124	217	0.353
7860	-85624.80819	218	0.353
7870	-85624.80415	218	0.353
7880	-85624.80415	218	0.353
7890	-85624.75042	218	0.353
7900	-85624.75042	218	0.353
7910	-85624.75042	219	0.353
7920	-85624.75042	219	0.353
7930	-85624.75042	219	0.353
7940	-85624.73183	219	0.353
7950	-85624.73183	219	0.353
7960	-85624.5855	220	0.353
7970	-85624.58518	220	0.353
7980	-85624.4887	220	0.353
7990	-85624.43404	220	0.353
8000	-85624.42187	220	0.353
8010	-85624.42187	221	0.353
8020	-85624.37597	221	0.353
8030	-85624.37597	221	0.353
8040	-85624.34678	221	0.353
8050	-85624.34678	221	0.353
8060	-85624.34678	222	0.353
8070	-85624.31464	222	0.353
8080	-85624.31464	222	0.353
8090	-85624.31464	222	0.353
8100	-85624.31464	222	0.353
8110	-85624.31464	222	0.353
8120	-85624.31464	223	0.353
8130	-85624.1789	223	0.353
8140	-85624.1789	223	0.353
8150	-85624.1789	223	0.353
8160	-85624.1789	223	0.353
8170	-85624.1789	224	0.353
8180	-85624.1789	224	0.353
8190	-85624.14924	224	0.353
8200	-85624.14924	224	0.353
8210	-85624.14924	224	0.353
8220	-85624.14924	225	0.353
8230	-85624.14924	225	0.353
8240	-85624.14393	225	0.353
8250	-85624.14393	225	0.353
8260	-85624.14393	225	0.353
8270	-85624.14393	226	0.353
8280	-85624.14393	226	0.353
8290	-85624.14393	226	0.353
8300	-85621.7852	226	0.353
8310	-85621.77193	226	0.353
8320	-85621.77193	227	0.353
8330	-85621.77193	227	0.353
8340	-85621.69221	227	0.353
8350	-85621.63517	227	0.353
8360	-85621.63517	228	0.353
8370	-85621.61319	228	0.353
8380	-85621.60691	228	0.353
8390	-85621.56451	228	0.353
8400	-85621.55692	228	0.353
8410	-85621.54741	228	0.353
8420	-85621.53106	229	0.353
8430	-85621.53106	229	0.353
8440	-85621.53106	229	0.353
8450	-85621.53106	229	0.353
8460	-85621.53106	230	0.353
8470	-85621.53106	230	0.353
8480	-85621.53106	230	0.353
8490	-85621.53106	230	0.353
8500	-85621.45549	230	0.353
8510	-85621.45549	231	0.353
8520	-85621.43256	231	0.353
8530	-85621.43256	231	0.353
8540	-85621.43256	231	0.353
8550	-85621.43256	231	0.353
8560	-85621.40828	232	0.353
8570	-85621.35209	232	0.353
8580	-85621.35209	232	0.353
8590	-85621.35209	232	0.353
8600	-85621.35209	232	0.353
8610	-85621.32342	233	0.353
8620	-85621.30732	233	0.353
8630	-85621.25957	233	0.353
8640	-85621.25957	233	0.353
8650	-85621.11498	233	0.353
8660	-85621.11498	234	0.353
8670	-85621.10299	234	0.353
8680	-85621.07181	234	0.353
8690	-85621.06054	234	0.353
8700	-85621.06054	234	0.353
8710	-85621.06054	235	0.353
8720	-85621.06054	235	0.353
8730	-85621.06054	235	0.353
8740	-85621.04566	235	0.353
8750	-85621.04566	235	0.353
8760	-85621.04566	236	0.353
